TagName,DateTime,Value,vValue,StartDateTime
S05.S05_A_Caisson5_Level,6/18/2012 13:49,51.49355248,51.49355248,6/17/2012 13:49
S05.S05_A_Caisson5_Level,6/19/2012 13:49,51.54240528,51.54240528,6/18/2012 13:49
S05.S05_A_Caisson5_Level,6/20/2012 13:49,51.63671759,51.63671759,6/19/2012 13:49
S05.S05_A_Caisson5_Level,6/21/2012 13:49,51.79017461,51.79017461,6/20/2012 13:49
S05.S05_A_Caisson5_Level,6/22/2012 13:49,51.9007162,51.9007162,6/21/2012 13:49
S05.S05_A_Caisson5_Level,6/23/2012 13:49,52.02582272,52.02582272,6/22/2012 13:49
S05.S05_A_Caisson5_Level,6/24/2012 13:49,52.13575899,52.13575899,6/23/2012 13:49
S05.S05_A_Caisson5_Level,6/25/2012 13:49,52.17716545,52.17716545,6/24/2012 13:49
S05.S05_A_Caisson5_Level,6/26/2012 13:49,51.94122528,51.94122528,6/25/2012 13:49
S05.S05_A_Caisson5_Level,6/27/2012 13:49,50.18837628,50.18837628,6/26/2012 13:49
S05.S05_A_Caisson5_Level,6/28/2012 13:49,48.10923999,48.10923999,6/27/2012 13:49
S05.S05_A_Caisson5_Level,6/29/2012 13:49,46.47341177,46.47341177,6/28/2012 13:49
S05.S05_A_Caisson5_Level,6/30/2012 13:49,45.96968119,45.96968119,6/29/2012 13:49
S05.S05_A_Caisson5_Level,7/1/2012 13:49,46.73928142,46.73928142,6/30/2012 13:49
S05.S05_A_Caisson5_Level,7/2/2012 13:49,48.19434698,48.19434698,7/1/2012 13:49
S05.S05_A_Caisson5_Level,7/3/2012 13:49,(null),(null),7/2/2012 13:49
S05.S05_A_Caisson5_Level,7/4/2012 13:49,(null),(null),7/3/2012 13:49
S05.S05_A_Caisson5_Level,7/5/2012 13:49,(null),(null),7/4/2012 13:49
S05.S05_A_Caisson5_Level,7/6/2012 13:49,(null),(null),7/5/2012 13:49
S05.S05_A_Caisson5_Level,7/7/2012 13:49,52.53196528,52.53196528,7/6/2012 13:49
S05.S05_A_Caisson5_Level,7/8/2012 13:49,52.5831574,52.5831574,7/7/2012 13:49
S05.S05_A_Caisson5_Level,7/9/2012 13:49,52.5300121,52.5300121,7/8/2012 13:49
S05.S05_A_Caisson5_Level,7/10/2012 13:49,52.50296739,52.50296739,7/9/2012 13:49
S05.S05_A_Caisson5_Level,7/11/2012 13:49,52.5287308,52.5287308,7/10/2012 13:49
S05.S05_A_Caisson5_Level,7/12/2012 13:49,52.41381749,52.41381749,7/11/2012 13:49
S05.S05_A_Caisson5_Level,7/13/2012 13:49,52.24566428,52.24566428,7/12/2012 13:49
S05.S05_A_Caisson5_Level,7/14/2012 13:49,52.2264529,52.2264529,7/13/2012 13:49
S05.S05_A_Caisson5_Level,7/15/2012 13:49,52.26008423,52.26008423,7/14/2012 13:49
S05.S05_A_Caisson5_Level,7/16/2012 13:49,52.38910002,52.38910002,7/15/2012 13:49
S05.S05_A_Caisson5_Level,7/17/2012 13:49,52.51207989,52.51207989,7/16/2012 13:49
S05.S05_A_Caisson5_Level,7/18/2012 13:49,52.62124214,52.62124214,7/17/2012 13:49
S05.S05_A_Caisson5_Level,7/19/2012 13:49,52.53124181,52.53124181,7/18/2012 13:49
S05.S05_A_Caisson5_Level,7/20/2012 13:49,37.58596776,37.58596776,7/19/2012 13:49
S05.S05_A_Caisson5_Level,7/21/2012 13:49,4.835638062,4.835638062,7/20/2012 13:49
S05.S05_A_Caisson5_Level,7/22/2012 13:49,12.81455511,12.81455511,7/21/2012 13:49
S05.S05_A_Caisson5_Level,7/23/2012 13:49,19.97520396,19.97520396,7/22/2012 13:49
S05.S05_A_Caisson5_Level,7/24/2012 13:49,26.42544443,26.42544443,7/23/2012 13:49
S05.S05_A_Caisson5_Level,7/25/2012 13:49,32.23609418,32.23609418,7/24/2012 13:49
