TagName,DateTime,Value,vValue,StartDateTime
S03.S03_A_Pump6_Flow,6/18/2012 13:49,0.069022807,6.90E-02,6/17/2012 13:49
S03.S03_A_Pump6_Flow,6/19/2012 13:49,0,0,6/18/2012 13:49
S03.S03_A_Pump6_Flow,6/20/2012 13:49,0,0,6/19/2012 13:49
S03.S03_A_Pump6_Flow,6/21/2012 13:49,0,0,6/20/2012 13:49
S03.S03_A_Pump6_Flow,6/22/2012 13:49,0,0,6/21/2012 13:49
S03.S03_A_Pump6_Flow,6/23/2012 13:49,0,0,6/22/2012 13:49
S03.S03_A_Pump6_Flow,6/24/2012 13:49,0,0,6/23/2012 13:49
S03.S03_A_Pump6_Flow,6/25/2012 13:49,0,0,6/24/2012 13:49
S03.S03_A_Pump6_Flow,6/26/2012 13:49,0,0,6/25/2012 13:49
S03.S03_A_Pump6_Flow,6/27/2012 13:49,0,0,6/26/2012 13:49
S03.S03_A_Pump6_Flow,6/28/2012 13:49,0,0,6/27/2012 13:49
S03.S03_A_Pump6_Flow,6/29/2012 13:49,0,0,6/28/2012 13:49
S03.S03_A_Pump6_Flow,6/30/2012 13:49,0,0,6/29/2012 13:49
S03.S03_A_Pump6_Flow,7/1/2012 13:49,0,0,6/30/2012 13:49
S03.S03_A_Pump6_Flow,7/2/2012 13:49,0,0,7/1/2012 13:49
S03.S03_A_Pump6_Flow,7/3/2012 13:49,(null),(null),7/2/2012 13:49
S03.S03_A_Pump6_Flow,7/4/2012 13:49,(null),(null),7/3/2012 13:49
S03.S03_A_Pump6_Flow,7/5/2012 13:49,(null),(null),7/4/2012 13:49
S03.S03_A_Pump6_Flow,7/6/2012 13:49,(null),(null),7/5/2012 13:49
S03.S03_A_Pump6_Flow,7/7/2012 13:49,1.06602541,1.06602541,7/6/2012 13:49
S03.S03_A_Pump6_Flow,7/8/2012 13:49,3.214464219,3.214464219,7/7/2012 13:49
S03.S03_A_Pump6_Flow,7/9/2012 13:49,5.379291015,5.379291015,7/8/2012 13:49
S03.S03_A_Pump6_Flow,7/10/2012 13:49,7.544117812,7.544117812,7/9/2012 13:49
S03.S03_A_Pump6_Flow,7/11/2012 13:49,9.708944608,9.708944608,7/10/2012 13:49
S03.S03_A_Pump6_Flow,7/12/2012 13:49,6.721238654,6.721238654,7/11/2012 13:49
S03.S03_A_Pump6_Flow,7/13/2012 13:49,7.4522562,7.4522562,7/12/2012 13:49
S03.S03_A_Pump6_Flow,7/14/2012 13:49,1.620414436,1.620414436,7/13/2012 13:49
S03.S03_A_Pump6_Flow,7/15/2012 13:49,0,0,7/14/2012 13:49
S03.S03_A_Pump6_Flow,7/16/2012 13:49,0,0,7/15/2012 13:49
S03.S03_A_Pump6_Flow,7/17/2012 13:49,0,0,7/16/2012 13:49
S03.S03_A_Pump6_Flow,7/18/2012 13:49,0.495008283,0.495008283,7/17/2012 13:49
S03.S03_A_Pump6_Flow,7/19/2012 13:49,1.899753392,1.899753392,7/18/2012 13:49
S03.S03_A_Pump6_Flow,7/20/2012 13:49,3.344618763,3.344618763,7/19/2012 13:49
S03.S03_A_Pump6_Flow,7/21/2012 13:49,4.789484134,4.789484134,7/20/2012 13:49
S03.S03_A_Pump6_Flow,7/22/2012 13:49,6.234349505,6.234349505,7/21/2012 13:49
S03.S03_A_Pump6_Flow,7/23/2012 13:49,7.679214876,7.679214876,7/22/2012 13:49
S03.S03_A_Pump6_Flow,7/24/2012 13:49,9.124080247,9.124080247,7/23/2012 13:49
S03.S03_A_Pump6_Flow,7/25/2012 13:49,10.66097987,10.66097987,7/24/2012 13:49
S03.S03_A_Pump6_Flow,7/26/2012 13:49,8.828243539,8.828243539,7/25/2012 13:49
S03.S03_A_Pump6_Flow,7/27/2012 13:49,0,0,7/26/2012 13:49
S03.S03_A_Pump6_Flow,7/28/2012 13:49,0,0,7/27/2012 13:49
S03.S03_A_Pump6_Flow,7/29/2012 13:49,0,0,7/28/2012 13:49
S03.S03_A_Pump6_Flow,7/30/2012 13:49,0,0,7/29/2012 13:49
S03.S03_A_Pump6_Flow,7/31/2012 13:49,0,0,7/30/2012 13:49
S03.S03_A_Pump6_Flow,8/1/2012 13:49,(null),(null),7/31/2012 13:49
S03.S03_A_Pump6_Flow,8/2/2012 13:50,(null),(null),8/1/2012 13:49
S03.S03_A_Pump6_Flow,8/3/2012 13:50,0,0,8/2/2012 13:50
S03.S03_A_Pump6_Flow,8/4/2012 13:50,0,0,8/3/2012 13:50
S03.S03_A_Pump6_Flow,8/5/2012 13:50,0,0,8/4/2012 13:50
S03.S03_A_Pump6_Flow,8/6/2012 13:50,0,0,8/5/2012 13:50
S03.S03_A_Pump6_Flow,8/7/2012 13:50,0,0,8/6/2012 13:50
S03.S03_A_Pump6_Flow,8/8/2012 13:50,0,0,8/7/2012 13:50
S03.S03_A_Pump6_Flow,8/9/2012 13:50,0,0,8/8/2012 13:50
S03.S03_A_Pump6_Flow,8/10/2012 13:50,0,0,8/9/2012 13:50
S03.S03_A_Pump6_Flow,8/11/2012 13:50,1.426049468,1.426049468,8/10/2012 13:50
S03.S03_A_Pump6_Flow,8/12/2012 13:50,6.265158445,6.265158445,8/11/2012 13:50
S03.S03_A_Pump6_Flow,8/13/2012 13:50,11.32919544,11.32919544,8/12/2012 13:50
S03.S03_A_Pump6_Flow,8/14/2012 13:50,0.002807438,2.81E-03,8/13/2012 13:50
S03.S03_A_Pump6_Flow,8/15/2012 13:50,0,0,8/14/2012 13:50
S03.S03_A_Pump6_Flow,8/16/2012 13:50,0,0,8/15/2012 13:50
S03.S03_A_Pump6_Flow,8/17/2012 13:50,0,0,8/16/2012 13:50
S03.S03_A_Pump6_Flow,8/18/2012 13:50,0,0,8/17/2012 13:50
S03.S03_A_Pump6_Flow,8/19/2012 13:50,0,0,8/18/2012 13:50
S03.S03_A_Pump6_Flow,8/20/2012 13:50,0,0,8/19/2012 13:50
S03.S03_A_Pump6_Flow,8/21/2012 13:50,0,0,8/20/2012 13:50
S03.S03_A_Pump6_Flow,8/22/2012 13:50,0,0,8/21/2012 13:50
S03.S03_A_Pump6_Flow,8/23/2012 13:50,0,0,8/22/2012 13:50
S03.S03_A_Pump6_Flow,8/24/2012 13:50,0,0,8/23/2012 13:50
S03.S03_A_Pump6_Flow,8/25/2012 13:50,0,0,8/24/2012 13:50
S03.S03_A_Pump6_Flow,8/26/2012 13:50,0,0,8/25/2012 13:50
S03.S03_A_Pump6_Flow,8/27/2012 13:50,0,0,8/26/2012 13:50
S03.S03_A_Pump6_Flow,8/28/2012 13:50,0,0,8/27/2012 13:50
S03.S03_A_Pump6_Flow,8/29/2012 13:50,0,0,8/28/2012 13:50
S03.S03_A_Pump6_Flow,8/30/2012 13:50,0,0,8/29/2012 13:50
S03.S03_A_Pump6_Flow,8/31/2012 13:50,0,0,8/30/2012 13:50
S03.S03_A_Pump6_Flow,9/1/2012 13:50,0,0,8/31/2012 13:50
S03.S03_A_Pump6_Flow,9/2/2012 13:50,0,0,9/1/2012 13:50
S03.S03_A_Pump6_Flow,9/3/2012 13:50,0,0,9/2/2012 13:50
S03.S03_A_Pump6_Flow,9/4/2012 13:50,0,0,9/3/2012 13:50
S03.S03_A_Pump6_Flow,9/5/2012 13:50,0,0,9/4/2012 13:50
S03.S03_A_Pump6_Flow,9/6/2012 13:50,0,0,9/5/2012 13:50
S03.S03_A_Pump6_Flow,9/7/2012 13:50,0,0,9/6/2012 13:50
S03.S03_A_Pump6_Flow,9/8/2012 13:50,0,0,9/7/2012 13:50
S03.S03_A_Pump6_Flow,9/9/2012 13:50,(null),(null),9/8/2012 13:50
S03.S03_A_Pump6_Flow,9/10/2012 13:50,0,0,9/9/2012 13:50
S03.S03_A_Pump6_Flow,9/11/2012 13:50,0,0,9/10/2012 13:50
S03.S03_A_Pump6_Flow,9/12/2012 13:50,0,0,9/11/2012 13:50
S03.S03_A_Pump6_Flow,9/13/2012 13:50,0,0,9/12/2012 13:50
S03.S03_A_Pump6_Flow,9/14/2012 13:50,0,0,9/13/2012 13:50
S03.S03_A_Pump6_Flow,9/15/2012 13:50,0,0,9/14/2012 13:50
S03.S03_A_Pump6_Flow,9/16/2012 13:50,0,0,9/15/2012 13:50
S03.S03_A_Pump6_Flow,9/17/2012 13:50,0,0,9/16/2012 13:50
S03.S03_A_Pump6_Flow,9/18/2012 13:50,0,0,9/17/2012 13:50
S03.S03_A_Pump6_Flow,9/19/2012 13:50,0,0,9/18/2012 13:50
S03.S03_A_Pump6_Flow,9/20/2012 13:50,0,0,9/19/2012 13:50
S03.S03_A_Pump6_Flow,9/21/2012 13:50,0,0,9/20/2012 13:50
S03.S03_A_Pump6_Flow,9/22/2012 13:50,0,0,9/21/2012 13:50
