TagName,DateTime,Value,vValue,StartDateTime,,Unit: °C
S05.S05_A_Temp,6/18/2012 13:49,18.78180261,18.78180261,6/17/2012 13:49,,
S05.S05_A_Temp,6/19/2012 13:49,16.91530848,16.91530848,6/18/2012 13:49,,
S05.S05_A_Temp,6/20/2012 13:49,19.0822423,19.0822423,6/19/2012 13:49,,
S05.S05_A_Temp,6/21/2012 13:49,18.07556689,18.07556689,6/20/2012 13:49,,
S05.S05_A_Temp,6/22/2012 13:49,16.17793226,16.17793226,6/21/2012 13:49,,
S05.S05_A_Temp,6/23/2012 13:49,15.03225911,15.03225911,6/22/2012 13:49,,
S05.S05_A_Temp,6/24/2012 13:49,14.91492442,14.91492442,6/23/2012 13:49,,
S05.S05_A_Temp,6/25/2012 13:49,15.07368582,15.07368582,6/24/2012 13:49,,
S05.S05_A_Temp,6/26/2012 13:49,15.36182201,15.36182201,6/25/2012 13:49,,
S05.S05_A_Temp,6/27/2012 13:49,17.25262828,17.25262828,6/26/2012 13:49,,
S05.S05_A_Temp,6/28/2012 13:49,17.72976713,17.72976713,6/27/2012 13:49,,
S05.S05_A_Temp,6/29/2012 13:49,18.28019171,18.28019171,6/28/2012 13:49,,
S05.S05_A_Temp,6/30/2012 13:49,18.7145948,18.7145948,6/29/2012 13:49,,
S05.S05_A_Temp,7/1/2012 13:49,20.77899273,20.77899273,6/30/2012 13:49,,
S05.S05_A_Temp,7/2/2012 13:49,20.97673308,20.97673308,7/1/2012 13:49,,
S05.S05_A_Temp,7/3/2012 13:49,(null),(null),7/2/2012 13:49,,
S05.S05_A_Temp,7/4/2012 13:49,(null),(null),7/3/2012 13:49,,
S05.S05_A_Temp,7/5/2012 13:49,(null),(null),7/4/2012 13:49,,
S05.S05_A_Temp,7/6/2012 13:49,(null),(null),7/5/2012 13:49,,
S05.S05_A_Temp,7/7/2012 13:49,17.75367348,17.75367348,7/6/2012 13:49,,
S05.S05_A_Temp,7/8/2012 13:49,17.59398423,17.59398423,7/7/2012 13:49,,
S05.S05_A_Temp,7/9/2012 13:49,17.55610205,17.55610205,7/8/2012 13:49,,
S05.S05_A_Temp,7/10/2012 13:49,17.51679701,17.51679701,7/9/2012 13:49,,
S05.S05_A_Temp,7/11/2012 13:49,19.42901343,19.42901343,7/10/2012 13:49,,
S05.S05_A_Temp,7/12/2012 13:49,20.06621221,20.06621221,7/11/2012 13:49,,
S05.S05_A_Temp,7/13/2012 13:49,18.61823445,18.61823445,7/12/2012 13:49,,
S05.S05_A_Temp,7/14/2012 13:49,17.61348673,17.61348673,7/13/2012 13:49,,
S05.S05_A_Temp,7/15/2012 13:49,17.33251779,17.33251779,7/14/2012 13:49,,
S05.S05_A_Temp,7/16/2012 13:49,16.84218324,16.84218324,7/15/2012 13:49,,
S05.S05_A_Temp,7/17/2012 13:49,17.18364095,17.18364095,7/16/2012 13:49,,
S05.S05_A_Temp,7/18/2012 13:49,15.5978545,15.5978545,7/17/2012 13:49,,
S05.S05_A_Temp,7/19/2012 13:49,17.31084237,17.31084237,7/18/2012 13:49,,
S05.S05_A_Temp,7/20/2012 13:49,17.58450551,17.58450551,7/19/2012 13:49,,
S05.S05_A_Temp,7/21/2012 13:49,21.48497981,21.48497981,7/20/2012 13:49,,
S05.S05_A_Temp,7/22/2012 13:49,21.21493587,21.21493587,7/21/2012 13:49,,
S05.S05_A_Temp,7/23/2012 13:49,20.61666991,20.61666991,7/22/2012 13:49,,
S05.S05_A_Temp,7/24/2012 13:49,19.27525355,19.27525355,7/23/2012 13:49,,
S05.S05_A_Temp,7/25/2012 13:49,18.25557541,18.25557541,7/24/2012 13:49,,
S05.S05_A_Temp,7/26/2012 13:49,17.86469647,17.86469647,7/25/2012 13:49,,
S05.S05_A_Temp,7/27/2012 13:49,16.91493497,16.91493497,7/26/2012 13:49,,
S05.S05_A_Temp,7/28/2012 13:49,17.43693923,17.43693923,7/27/2012 13:49,,
S05.S05_A_Temp,7/29/2012 13:49,17.64493268,17.64493268,7/28/2012 13:49,,
S05.S05_A_Temp,7/30/2012 13:49,18.29879946,18.29879946,7/29/2012 13:49,,
S05.S05_A_Temp,7/31/2012 13:49,20.23451569,20.23451569,7/30/2012 13:49,,
S05.S05_A_Temp,8/1/2012 13:49,(null),(null),7/31/2012 13:49,,
S05.S05_A_Temp,8/2/2012 13:50,(null),(null),8/1/2012 13:49,,
S05.S05_A_Temp,8/3/2012 13:50,20.43713549,20.43713549,8/2/2012 13:50,,
S05.S05_A_Temp,8/4/2012 13:50,19.51255138,19.51255138,8/3/2012 13:50,,
S05.S05_A_Temp,8/5/2012 13:50,19.6223187,19.6223187,8/4/2012 13:50,,
S05.S05_A_Temp,8/6/2012 13:50,20.01697598,20.01697598,8/5/2012 13:50,,
S05.S05_A_Temp,8/7/2012 13:50,22.23670477,22.23670477,8/6/2012 13:50,,
S05.S05_A_Temp,8/8/2012 13:50,22.72225685,22.72225685,8/7/2012 13:50,,
S05.S05_A_Temp,8/9/2012 13:50,22.41134344,22.41134344,8/8/2012 13:50,,
S05.S05_A_Temp,8/10/2012 13:50,21.0519575,21.0519575,8/9/2012 13:50,,
S05.S05_A_Temp,8/11/2012 13:50,20.87246095,20.87246095,8/10/2012 13:50,,
S05.S05_A_Temp,8/12/2012 13:50,20.74102202,20.74102202,8/11/2012 13:50,,
S05.S05_A_Temp,8/13/2012 13:50,18.23794229,18.23794229,8/12/2012 13:50,,
S05.S05_A_Temp,8/14/2012 13:50,20.38646796,20.38646796,8/13/2012 13:50,,
S05.S05_A_Temp,8/15/2012 13:50,20.60628589,20.60628589,8/14/2012 13:50,,
S05.S05_A_Temp,8/16/2012 13:50,20.50311967,20.50311967,8/15/2012 13:50,,
S05.S05_A_Temp,8/17/2012 13:50,20.43596847,20.43596847,8/16/2012 13:50,,
S05.S05_A_Temp,8/18/2012 13:50,20.41995348,20.41995348,8/17/2012 13:50,,
S05.S05_A_Temp,8/19/2012 13:50,20.34470678,20.34470678,8/18/2012 13:50,,
