Timestamp,Value
2013-11-18,38.2475
2013-11-19,38.33
2013-11-20,38.38625
2013-11-21,38.42958333333333
2013-11-22,38.45708333333334
2013-11-23,38.475
2013-11-24,38.509166666666665
2013-11-25,38.54458333333333
2013-11-26,38.54875
2013-11-27,38.61375
2013-11-28,38.690416666666664
2013-11-29,38.69291666666667
2013-11-30,38.714999999999996
2013-12-01,38.760416666666664
2013-12-02,38.78208333333333
2013-12-03,38.83375
2013-12-04,38.86083333333333
2013-12-05,38.88166666666667
2013-12-06,38.88375
2013-12-07,38.85208333333333
2013-12-08,38.85208333333333
2013-12-09,38.855
2013-12-10,38.87916666666667
2013-12-11,38.95041666666666
2013-12-12,38.955
2013-12-13,38.959583333333335
2013-12-14,38.97416666666667
2013-12-15,38.98458333333333
2013-12-16,39.02
2013-12-17,39.05583333333333
2013-12-18,39.07791666666667
2013-12-19,39.11291666666667
2013-12-20,39.10916666666667
2013-12-21,39.086666666666666
2013-12-22,39.07625
2013-12-23,39.05125
2013-12-24,39.040416666666665
2013-12-25,39.068333333333335
2013-12-26,39.08541666666667
2013-12-27,39.11291666666667
2013-12-28,39.10666666666666
2013-12-29,39.132083333333334
2013-12-30,39.13916666666667
2013-12-31,39.1325
2014-01-01,39.11208333333333
2014-01-02,39.11541666666667
2014-01-03,40.44166666666667
2014-01-04,41.29833333333333
2014-01-05,41.30125
2014-01-06,41.26
2014-01-07,41.266666666666666
2014-01-08,41.2525
2014-01-09,41.26083333333333
2014-01-10,41.245416666666664
2014-01-11,41.242916666666666
2014-01-12,41.255833333333335
2014-01-13,41.25875
2014-01-14,41.242916666666666
2014-01-15,41.242916666666666
2014-01-16,41.24125
2014-01-17,41.23625
2014-01-18,41.225
2014-01-19,41.193333333333335
2014-01-20,41.17041666666667
2014-01-21,41.13291666666667
2014-01-22,41.11375
2014-01-23,41.139583333333334
2014-01-24,41.1225
2014-01-25,41.03333333333333
2014-01-26,41.01791666666667
2014-01-27,41.02041666666667
2014-01-28,40.989583333333336
2014-01-29,40.96041666666667
2014-01-30,40.99125
2014-01-31,41.01583333333333
2014-02-01,40.94625
2014-02-02,40.9575
2014-02-03,40.97875
2014-02-04,40.97166666666667
2014-02-05,40.94625
2014-02-06,40.98916666666667
2014-02-07,41.077083333333334
2014-02-08,41.88916666666667
2014-02-09,42.30833333333333
2014-02-10,43.56375
2014-02-11,44.51708333333334
2014-02-12,44.867916666666666
2014-02-13,44.919999999999995
2014-02-14,44.951249999999995
2014-02-15,44.88083333333333
2014-02-16,44.88791666666666
2014-02-17,44.86083333333334
2014-02-18,44.84833333333333
2014-02-19,44.80416666666667
2014-02-20,44.77166666666667
2014-02-21,44.709583333333335
2014-02-22,44.71
2014-02-23,44.66916666666666
2014-02-24,44.62041666666667
2014-02-25,44.54791666666667
2014-02-26,44.509166666666665
2014-02-27,44.82416666666666
2014-02-28,45.45291666666666
2014-03-01,46.0075
2014-03-02,46.3975
2014-03-03,46.68833333333333
2014-03-04,46.974583333333335
2014-03-05,47.36291666666667
2014-03-06,47.737500000000004
2014-03-07,48.05083333333334
2014-03-08,48.518750000000004
2014-03-09,48.67583333333334
2014-03-10,48.75458333333333
2014-03-11,48.77458333333333
2014-03-12,48.75333333333333
2014-03-13,48.69833333333333
2014-03-14,48.59125
2014-03-15,48.43
2014-03-16,48.356249999999996
2014-03-17,48.29291666666666
2014-03-18,48.27041666666667
2014-03-19,48.165416666666665
2014-03-20,48.00458333333333
2014-03-21,47.930416666666666
2014-03-22,47.7925
2014-03-23,47.65875
2014-03-24,47.572916666666664
2014-03-25,47.475
2014-03-26,47.4175
2014-03-27,47.23333333333333
2014-03-28,47.145
2014-03-29,47.10166666666667
2014-03-30,47.085
2014-03-31,47.11416666666667
2014-04-01,47.18625
2014-04-02,47.37708333333333
2014-04-03,47.5325
2014-04-04,47.77458333333333
2014-04-05,47.99333333333333
2014-04-06,48.16125
2014-04-07,48.356249999999996
2014-04-08,48.471666666666664
2014-04-09,48.54291666666666
2014-04-10,48.564166666666665
2014-04-11,48.56458333333333
2014-04-12,48.56666666666666
2014-04-13,48.475
2014-04-14,48.400416666666665
2014-04-15,48.306666666666665
2014-04-16,48.24666666666667
2014-04-17,48.17875
2014-04-18,48.06375
2014-04-19,47.94291666666666
2014-04-20,47.80875
2014-04-21,47.70458333333334
2014-04-22,47.58041666666667
2014-04-23,47.465833333333336
2014-04-24,47.3525
2014-04-25,47.27458333333333
2014-04-26,47.19875
2014-04-27,47.05625
2014-04-28,46.930416666666666
2014-04-29,46.79083333333333
2014-04-30,46.72208333333333
2014-05-01,46.64416666666667
2014-05-02,46.44083333333333
2014-05-03,46.32916666666667
2014-05-04,46.190416666666664
2014-05-05,46.03958333333333
2014-05-06,45.93291666666667
2014-05-07,45.81583333333333
2014-05-08,45.67041666666666
2014-05-09,45.55041666666667
2014-05-10,45.43541666666667
2014-05-11,45.30625
2014-05-12,45.2075
2014-05-13,45.10208333333333
2014-05-14,44.935
2014-05-15,44.78333333333333
2014-05-16,44.63652173913044
2014-05-17,44.44541666666667
2014-05-18,44.326249999999995
2014-05-19,44.19208333333333
2014-05-20,44.05583333333333
2014-05-21,43.92291666666667
2014-05-22,43.79750000000001
2014-05-23,43.69
2014-05-24,43.59291666666667
2014-05-25,43.486250000000005
2014-05-26,43.33833333333333
2014-05-27,43.208333333333336
2014-05-28,43.07791666666666
2014-05-29,42.95875
2014-05-30,42.856249999999996
2014-05-31,42.76
2014-06-01,42.6775
2014-06-02,42.59708333333334
2014-06-03,42.513333333333335
